SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,COUNTS,SAMPVOL_L
448-41,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
448-41,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,1
448-41,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,3,1
448-49,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,2,1
448-49,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1
448-49,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,1,1
448-49,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,12,1
448-49,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
448-49,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,2,1
448-49,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,1,1
448-49,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,2,1
448-53,Epiplocylis spp.,Ciliate,Epiplocylis,spp.,1,1
448-53,Radiolarian,Radiozoa,(null),(null),1,1
448-53,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,1,1
448-41,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1
448-57,Oxytoxum scolopax,Dinoflagellate,Oxytoxum,scolopax,1,1
448-57,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,2,1
448-53,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
448-57,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,2,1
448-57,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,1
448-57,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,1,1
448-57,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,1,1
448-57,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1
448-61,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,1,1
448-61,Nematocysts,Other,(null),(null),9,1
448-61,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
446-49,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
446-49,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
446-49,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
448-69,Acantharia,Radiozoa,(null),(null),3,1
448-69,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,1,1
448-69,Oxytoxum scolopax,Dinoflagellate,Oxytoxum,scolopax,1,1
448-69,Proboscia spp.,Centric diatom,Proboscia,spp.,2,1
448-69,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,1,1
448-69,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,2,1
448-69,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,1,1
448-69,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,3,1
448-69,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3,1
448-69,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,1,1
448-69,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3,1
448-69,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,1
448-69,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,2,1
448-69,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,1
448-69,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,2,1
448-69,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,3,1
454-1,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,2,1
454-1,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
454-1,Corethron spp.,Centric diatom,Corethron,spp.,5,1
454-1,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
454-1,Guinardia striata,Centric diatom,Guinardia,striata,2,1
454-1,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1
454-1,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
454-25,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,1,1
454-25,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3,1
454-25,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,12,1
454-25,Corethron spp.,Centric diatom,Corethron,spp.,4,1
454-5,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,2,1
454-5,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,4,1
454-5,Corethron spp.,Centric diatom,Corethron,spp.,1,1
454-5,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
454-5,Guinardia striata,Centric diatom,Guinardia,striata,1,1
454-25,Guinardia striata,Centric diatom,Guinardia,striata,1,1
454-17,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,2,1
454-17,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,9,1
454-17,Corethron spp.,Centric diatom,Corethron,spp.,3,1
454-17,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,2,1
454-17,Lauderia spp.,Centric diatom,Lauderia,spp.,1,1
454-17,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,1,1
454-17,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,2,1
454-17,Skeletonema spp.,Centric diatom,Skeletonema,spp.,1,1
454-17,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,1,1
454-21,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6,1
454-21,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,2,1
454-21,Corethron spp.,Centric diatom,Corethron,spp.,1,1
454-21,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,2,1
454-21,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,1,1
454-25,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,1,1
454-29,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,3,1
454-29,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
454-29,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,10,1
454-29,Corethron spp.,Centric diatom,Corethron,spp.,2,1
454-29,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,1
454-29,Guinardia striata,Centric diatom,Guinardia,striata,2,1
454-29,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,1,1
454-29,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,2,1
448-37,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,0,1
448-53,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
448-53,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,0,1
448-53,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
448-53,Tripos hundhausenii,Dinoflagellate,Tripos (Tripoceratium),hundhausenii,0,1
448-53,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,0,1
448-57,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,0,1
448-57,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
448-57,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,0,1
448-57,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
448-57,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
448-65,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
448-65,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,0,1
448-65,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,0,1
448-65,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,0,1
448-13,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
448-13,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
448-69,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,0,1
448-69,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,0,1
448-69,Protoperidinium oceanicum,Dinoflagellate,Protoperidinium,oceanicum,0,1
448-69,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,0,1
449-17,Coccolithophore cf.,Coccolithophore,(null),(null),1,1
449-17,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,2,1
449-17,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,1,1
449-17,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
449-17,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
449-17,Tripos concilians,Dinoflagellate,Tripos (Tripoceratium),concilians,1,1
449-17,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3,1
449-17,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3,1
449-17,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,1,1
449-17,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,1
449-17,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,2,1
449-21,Nematocysts,Other,(null),(null),1,1
449-21,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,1
449-21,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,2,1
449-21,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,1
449-21,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,1,1
449-21,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
449-25,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,1,1
449-25,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
449-25,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3,1
449-25,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,2,1
449-29,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
449-17,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,2,1
449-33,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,1,1
449-33,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
449-33,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,2,1
449-33,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
449-33,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,2,1
449-37,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,1,1
449-37,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1
449-45,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
449-49,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
449-49,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,2,1
449-53,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,3,1
449-53,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3,1
449-57,Nematocysts,Other,(null),(null),1,1
449-57,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
449-53,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,1,1
449-61,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,1
449-69,Acantharia,Radiozoa,(null),(null),2,1
449-69,Nematocysts,Other,(null),(null),1,1
449-69,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
449-73,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,1,1
449-73,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
449-77,Nematocysts,Other,(null),(null),2,1
449-69,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,1,1
449-77,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,1,1
449-73,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,1,1
449-85,Nematocysts,Other,(null),(null),1,1
449-85,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,1,1
449-85,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
449-89,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,1,1
449-89,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,1,1
453-21,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
453-17,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
453-17,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
453-17,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,1,1
453-17,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,2,1
453-17,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,1,1
453-17,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),1,1
453-21,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,1,1
453-21,Proboscia spp.,Centric diatom,Proboscia,spp.,5,1
453-21,Tripos fusus type,Dinoflagellate,Tripos (Amphiceratium),fusus type,1,1
453-21,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,3,1
453-21,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),1,1
453-21,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),1,1
442-73,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,0,1
442-73,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
442-73,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
443-33,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,1
443-33,Guinardia spp.,Centric diatom,Guinardia,spp.,1,1
443-33,Guinardia striata,Centric diatom,Guinardia,striata,3,1
443-33,Proboscia spp.,Centric diatom,Proboscia,spp.,13,1
443-33,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,1,1
443-33,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3,1
443-37,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,2,1
443-37,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
443-37,Proboscia spp.,Centric diatom,Proboscia,spp.,7,1
443-37,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,2,1
443-41,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,2,1
443-41,Coccolithophore cf.,Coccolithophore,(null),(null),1,1
443-33,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,2,1
443-33,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,2,1
443-41,Fragilaria / Fragilariopsis,Pennate diatom,(null),(null),1,1
443-41,Guinardia striata,Centric diatom,Guinardia,striata,1,1
443-37,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),1,1
443-41,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,2,1
443-41,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
443-61,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,8,1
443-61,Nematocysts,Other,(null),(null),1,1
443-61,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1
443-61,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,1,1
443-61,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,1,1
443-61,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,5,1
443-41,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1
443-61,Thalassiothrix cf. spp.,Pennate diatom,Thalassiothrix,cf. spp.,1,1
443-61,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,5,1
443-61,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,2,1
443-65,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,4,1
443-65,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
443-65,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,1
443-65,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,2,1
443-65,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,2,1
443-65,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
443-69,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
443-69,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,4,1
443-69,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,1,1
443-69,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
443-69,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
443-69,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,4,1
443-73,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,4,1
443-73,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,5,1
443-73,Nematocysts,Other,(null),(null),1,1
443-73,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,2,1
443-73,Planktoniella sol,Centric diatom,Planktoniella,sol,1,1
443-73,Proboscia spp.,Centric diatom,Proboscia,spp.,3,1
443-73,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,2,1
443-73,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6,1
443-73,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,1
443-73,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
443-73,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,3,1
443-77,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,2,1
443-77,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
443-77,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,2,1
443-81,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3,1
443-81,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,2,1
443-81,Guinardia striata,Centric diatom,Guinardia,striata,1,1
443-81,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,1,1
443-81,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
443-81,Thalassiothrix cf. spp.,Pennate diatom,Thalassiothrix,cf. spp.,2,1
443-81,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,2,1
443-81,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
443-81,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1
443-81,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1
443-1,Tripos muelleri type,Dinoflagellate,Tripos (Tripoceratium),muelleri type,0,1
442-65,Tripos muelleri type,Dinoflagellate,Tripos (Tripoceratium),muelleri type,0,1
442-69,Radiolarian,Radiozoa,(null),(null),0,1
443-61,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,0,1
443-61,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
446-33,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
446-33,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,1,1
446-33,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
446-33,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,1,1
446-29,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
446-29,Nematocysts,Other,(null),(null),1,1
446-29,Octactis octonaria,Silicoflagellate,Octactis,octonaria,1,1
446-29,Proboscia spp.,Centric diatom,Proboscia,spp.,2,1
446-29,Thalassiothrix cf. spp.,Pennate diatom,Thalassiothrix,cf. spp.,1,1
446-33,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,1,1
446-33,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,2,1
446-33,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,18,1
446-33,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,1,1
446-33,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,2,1
446-33,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,2,1
446-33,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1
446-37,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,2,1
446-37,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,1,1
446-37,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
446-37,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,15,1
446-37,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
446-37,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
446-29,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,0,1
446-29,Tripos spp.,Dinoflagellate,Tripos,spp.,0,1
448-53,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,0,1
449-5,Diploneis spp.,Pennate diatom,Diploneis,spp.,1,1
449-5,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,1,1
449-1,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1
449-1,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1
449-5,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,1,1
449-29,Tripos concilians,Dinoflagellate,Tripos (Tripoceratium),concilians,0,1
449-29,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,0,1
449-9,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,2,1
449-5,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
449-5,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,2,1
449-9,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
449-29,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
449-29,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,0,1
449-45,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,0,1
449-45,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
449-45,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,0,1
454-33,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,8,1
454-33,Corethron spp.,Centric diatom,Corethron,spp.,6,1
449-13,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,1,1
449-13,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),1,1
449-13,Nematocysts,Other,(null),(null),1,1
449-13,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
449-13,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,1,1
449-13,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,1,1
449-13,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,4,1
449-13,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,5,1
449-13,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
454-33,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,4,1
454-37,Centric diatom 10-20 µm,Centric diatom,(null),(null),1,1
454-37,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,7,1
449-13,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,1
449-13,Tripos macroceros type,Dinoflagellate,Tripos (Tripoceratium),macroceros type,1,1
449-13,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),1,1
454-37,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,2,1
