SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
914,Sergestid protozoea,NON-COPEPOD,Decapod,(null),(null),106731,1,0.2940912
896,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,4,0.1583568
896,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,31,0.1583568
896,Pontellidae j,COPEPOD,Copepod,(null),(null),104097,2,0.1583568
896,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,1,0.1583568
902,Calanid CV,COPEPOD,Copepod,(null),(null),104079,1,1.244232
902,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,2,1.244232
902,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,2,1.244232
902,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,4,1.244232
902,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,3,1.244232
902,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,4,1.244232
902,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,4,1.244232
902,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.244232
902,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,4,1.244232
907,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,346030,1,1.27251
907,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,1.27251
907,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,104183,1,1.27251
907,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,3,1.27251
907,Paracalanus nanus f,COPEPOD,Copepod,Paracalanus,nanus,104684,4,1.27251
907,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,33,1.27251
902,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,2,1.244232
902,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,12,1.244232
986,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,1,0.735228
986,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,23,0.735228
986,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,19,0.735228
986,Paracalanus denudatus f,COPEPOD,Copepod,Paracalanus,denudatus,104682,1,0.735228
986,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,4,0.735228
986,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,1,0.735228
986,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,1,0.735228
1023,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,0.84834
1023,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,1,0.84834
1000,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,7,0.84834
980,Calanoid j,COPEPOD,Copepod,(null),(null),1100,158,1.13112
980,Microsetella rosea m,COPEPOD,Copepod,Microsetella,rosea,116116,1,1.13112
980,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,19,1.13112
980,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,36,1.13112
980,Paracalanus nanus f,COPEPOD,Copepod,Paracalanus,nanus,104684,1,1.13112
982,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,3,1.13112
982,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,2,1.13112
980,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,2,1.13112
982,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,1,1.13112
992,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,1,0.226224
992,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.226224
992,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,51,0.226224
992,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,1,0.226224
992,Eutintinnus spp.,NON-COPEPOD,Ciliophora,Eutintinnus,spp.,183543,2,0.226224
991,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,346030,1,0.56556
991,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.56556
991,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,4,0.56556
991,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,32,0.56556
991,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,1,0.56556
1013,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,1.13112
1013,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,9,1.13112
1013,Calanoid j,COPEPOD,Copepod,(null),(null),1100,48,1.13112
1013,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,1.13112
1013,Corycaeus crassiusculus m,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,1,1.13112
1010,Calanoid j,COPEPOD,Copepod,(null),(null),1100,23,2.8278
1010,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2,2.8278
991,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,3,0.56556
1012,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,15,1.13112
1012,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,3,1.13112
1012,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,7,1.13112
1012,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,104173,6,1.13112
1012,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,4,1.13112
1012,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),1806,2,1.13112
987,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,2,0.622116
987,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,1,0.622116
987,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,27,0.622116
987,Pseudevadne tergestina f,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,1,0.622116
1012,Pseudevadne tergestina f,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,3,1.13112
1010,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),111929,1,2.8278
1013,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,1,1.13112
1013,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,3,1.13112
1013,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,8,1.13112
1013,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,1,1.13112
1010,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,1,2.8278
1013,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,2,1.13112
1011,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1,0.56556
1011,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,2,0.56556
1011,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,2,0.56556
1011,Goniopsyllus spp. f,COPEPOD,Copepod,Goniopsyllus,(null),346507,1,0.56556
1011,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,28,0.56556
1011,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,28,0.56556
1011,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,5,0.56556
1013,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,1,1.13112
1013,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,1,1.13112
1006,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,41,0.084834
1011,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,1,0.56556
1006,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,1,0.084834
915,Clausocalanus ingens m,COPEPOD,Copepod,Clausocalanus,ingens,345778,2,4.2417
915,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,4.2417
915,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,1,4.2417
915,Nyctiphanes australis FV,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,237863,1,4.2417
915,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,3,4.2417
1077,Calocalanus contractus f,COPEPOD,Copepod,Calocalanus,contractus,104651,1,0.452448
1077,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,0.452448
1077,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,4,0.452448
1077,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,27,0.452448
1021,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,3,0.2940912
1021,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,2,0.2940912
1021,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,1,0.2940912
1021,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,23,0.2940912
1021,Euphysa spp.,NON-COPEPOD,Cnidarian,Euphysa,spp.,117095,1,0.2940912
1021,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,6,0.2940912
1021,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,10,0.2940912
1021,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,1,0.2940912
1021,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,137279,11,0.2940912
1063,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,7,0.56556
1063,Doliolum oozoid spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,1,0.56556
1063,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,1,0.56556
1063,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,1,0.56556
1066,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,4,2.8278
1066,Mecynocera spp. j,COPEPOD,Copepod,Mecynocera,spp.,104184,1,2.8278
1066,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2,2.8278
1066,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,13,2.8278
1066,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,5,2.8278
1066,Oncaea venusta medium f,COPEPOD,Copepod,Oncaea,venusta medium,128954,1,2.8278
1066,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,4,2.8278
1066,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,2.8278
1064,Calanidae j,COPEPOD,Copepod,(null),(null),104079,4,1.69668
1077,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,1,0.452448
1077,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,3,0.452448
1064,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2,1.69668
1084,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,1,0.735228
1084,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,2,0.735228
1084,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,2,0.735228
1084,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,7,0.735228
1084,Euconchoecia aculeata,NON-COPEPOD,Ostracod,Euconchoecia,aculeata,127784,1,0.735228
1084,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,3,0.735228
1066,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,81,2.8278
1072,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,2,0.311058
1072,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,5,0.311058
1072,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,2,0.311058
1072,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,2,0.311058
1072,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,1,0.311058
1072,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,29,0.311058
1087,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,1.244232
1087,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,5,1.244232
1087,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3,1.244232
1087,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,1,1.244232
1087,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,70,1.244232
1087,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,44,1.244232
1087,Paroithona spp. f,COPEPOD,Copepod,Paroithona,spp.,106486,3,1.244232
1087,Temoropia mayumbaensis f,COPEPOD,Copepod,Temoropia,mayumbaensis,104881,1,1.244232
1087,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),111929,3,1.244232
1087,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,2,1.244232
1087,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,1,1.244232
1087,Xystonella treforti,NON-COPEPOD,Ciliophora,Xystonella,treforti,196855,2,1.244232
1147,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,346030,1,0.56556
1147,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,0.56556
1147,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,7,0.56556
1147,Ditrichocorycaeus erythraeus f,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,1,0.56556
1147,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,3,0.56556
1147,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.56556
1147,Onychocorycaeus catus m,COPEPOD,Copepod,Onychocorycaeus,catus,128816,2,0.56556
1147,Tortanus (Tortanus) gracilis m,COPEPOD,Copepod,Tortanus (Tortanus),gracilis,720560,1,0.56556
1147,Alciopidae,NON-COPEPOD,Polychaete,(null),(null),932,1,0.56556
1147,Euphysa spp.,NON-COPEPOD,Cnidarian,Euphysa,spp.,117095,1,0.56556
1147,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,7,0.56556
1147,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,1,0.56556
1147,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,2,0.56556
11,Calanoid j,COPEPOD,Copepod,(null),(null),1100,63,2.8278
11,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,1,2.8278
11,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,2,2.8278
11,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,51,2.8278
11,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,2,2.8278
11,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,106485,38,2.8278
11,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,2,2.8278
11,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,22,2.8278
32,Clausocalanus ingens f,COPEPOD,Copepod,Clausocalanus,ingens,345778,3,1.809792
32,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,106485,26,2.714688
293,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,10,1.244232
294,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,6,1.244232
294,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,17,1.244232
294,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,16,1.244232
294,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,14,1.244232
294,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,6,1.244232
294,Scolecithrix danae m,COPEPOD,Copepod,Scolecithrix,danae,104821,1,0.622116
295,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.622116
295,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,5,1.244232
80,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,12,3.95892
79,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,4,3.95892
79,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,7,3.95892
79,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1,2.8278
177,Calanoid j,COPEPOD,Copepod,(null),(null),1100,158,1.809792
177,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1,0.904896
177,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,1,0.904896
177,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,44,1.809792
177,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,5,1.809792
79,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,69,2.8278
79,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,106485,10,3.95892
79,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,3,3.95892
79,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,3,3.95892
79,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,1,2.8278
79,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,1,2.8278
47,Candacia bipinnata f,COPEPOD,Copepod,Candacia,bipinnata,104475,1,2.8278
47,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,5,3.95892
47,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,5,2.8278
47,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,9,2.8278
47,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2,2.8278
47,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,2,2.8278
47,Mecynocera clausi m,COPEPOD,Copepod,Mecynocera,clausi,104616,1,2.8278
47,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,3,3.95892
31,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,5,90.4896
31,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,2,91.394496
31,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,1,90.4896
47,Oithona Grp2 (diamond) f,COPEPOD,Copepod,Oithona,grp 2,106485,1,1.13112
34,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,3,2.26224
34,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,128954,5,2.26224
11,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,104544,1,2.8278
11,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,1,2.8278
11,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,16,2.8278
11,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,1,2.8278
11,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,2,2.8278
102,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,7,2.26224
102,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,6,2.26224
102,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,8,1.13112
102,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,6,2.26224
102,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,128938,5,2.26224
102,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,5,2.26224
169,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,3,3.39336
169,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,1.13112
169,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,1,1.13112
169,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,141,3.39336
169,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,2,2.26224
169,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,2,2.26224
169,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,1,2.26224
31,Copepod damaged / unidentified,COPEPOD,Copepod,(null),(null),1080,1,0.904896
80,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1,2.8278
80,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,1,2.8278
80,Pleuromamma borealis m,COPEPOD,Copepod,Pleuromamma,borealis,104638,1,2.8278
80,Temora stylifera f,COPEPOD,Copepod,Temora,stylifera,104879,1,2.8278
80,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,3,2.8278
33,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,4,0.509004
34,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,1.13112
34,Cosmocalanus darwinii m,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,2,1.13112
34,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,17,1.13112
33,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,1,0.509004
22,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,19,40.72032
22,Copepod damaged / unidentified,COPEPOD,Copepod,(null),(null),1080,4,13.57344
22,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,1,4.52448
165,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,83,63.455832
165,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,3,62.833716
165,Egg mass,NON-COPEPOD,Egg,(null),(null),(null),1,62.2116
165,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,6,62.833716
864,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,9,0.509004
864,Paracalanus nanus f,COPEPOD,Copepod,Paracalanus,nanus,104684,6,0.509004
864,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1,0.509004
864,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,2,0.509004
864,Pilidium larvae,NON-COPEPOD,Nemertean,(null),(null),557238,2,0.509004
864,Pluteus larva,NON-COPEPOD,Echinoderm,(null),(null),1806,1,0.509004
854,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,2,0.2149128
854,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,3,0.2149128
67,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,12,31.67136
22,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,128938,1,4.52448
67,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,8,31.67136
67,Euchirella rostrata f,COPEPOD,Copepod,Euchirella,rostrata,104303,1,9.04896
67,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,2,18.09792
67,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,220838,1,18.09792
12,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,1.13112
67,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,104597,1,18.09792
67,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,1,18.09792
67,Pleuromamma quadrungulata f,COPEPOD,Copepod,Pleuromamma,quadrungulata,104641,4,18.09792
67,Fish j,NON-COPEPOD,Fish,(null),(null),11676,4,18.09792
22,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,5,27.14688
35,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,18,90.4896
35,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,6,40.72032
35,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,6,40.72032
35,Egg,NON-COPEPOD,Egg,(null),(null),(null),14,40.72032
35,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,150,40.72032
35,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,1,13.57344
12,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,346477,6,114.24312
12,Oncaea clevei complex m,COPEPOD,Copepod,Oncaea,clevei complex,354022,5,114.24312
12,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,128954,12,114.24312
36,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,0.622116
36,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,2,0.622116
36,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,6,1.244232
36,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,6,1.244232
49,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,7,2.714688
49,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,2,1.809792
31,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,128938,1,0.904896
31,Pleuromamma quadrungulata f,COPEPOD,Copepod,Pleuromamma,quadrungulata,104641,1,0.904896
854,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,2,0.2149128
854,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,3,0.2149128
854,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,220944,2,0.2149128
854,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,2,0.2149128
854,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,1,0.2149128
854,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,7,0.2149128
854,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,8,0.2149128
22,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2,9.04896
