TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
ROT20091222,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,2.2453
YON20100119,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,6.8006
MAI20110118,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,1.7682
YON20110527,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,6.8006
PHB20110914,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,13.2612
PHB20150121,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,7.0726
ROT20100617,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,3.1434
NSI20100817,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,12.8593
NSI20101215,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,6.4297
ROT20110125,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,3.1434
NSI20110915,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,9.6445
ROT20120824,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,7.8585
NSI20140213,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,1.837
NSI20140507,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,6.4297
PHB20170517,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,7.0726
YON20180621,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,169.7433
DAR20180731_0630,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,18.6122
YON20180817,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,35.3632
NSI20190916,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,6.4297
NSI20191220,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,12.8593
PHB20191118,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,3.5363
YON20100521,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,20.4018
NSI20110412,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,6.4297
NSI20110816,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,3.2148
NIN20111107,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,3.5363
NSI20130706,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,6.4297
ROT20121219,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,7.8585
NSI20160920,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,3.2148
NSI20201022,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,3.2148
NSI20090618,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,45.0077
NSI20091101,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,41.7928
ESP20090623,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
PHB20091018,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,17.6816
YON20090909,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,122.411
ESP20100322,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
YON20100224,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,88.4079
KAI20091115,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.7682
NSI20100618,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,16.0742
NSI20100711,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,109.3044
NSI20101018,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,147.8824
YON20100909,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,5.4405
KAI20110223,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,0.5304
KAI20110319,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,11.2519
ESP20110120,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
ROT20101124,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
ROT20110224,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,4.4906
YON20110414,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,13.6012
YON20110720,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.5443
PHB20110829,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,12.9665
PHB20110914,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,9.7249
PHB20111018,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,14.1453
NIN20110706,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,42.4358
ROT20111221,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.717
PHB20120212,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.5717
YON20120604,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.1387
NSI20120821,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,22.5038
YON20121026,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,4.5337
ESP20120612,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,31.4339
ESP20120910,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
NSI20140213,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.837
ROT20131017,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,11.7877
ROT20140227,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
PHB20140427,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.5363
YON20131114,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,27.2024
PHB20160615,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,10.609
ROT20150701,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,78.5848
PHB20150819,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,14.1453
YON20150119,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,38.0834
ROT20150724,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
PHB20150630,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,10.609
ROT20150507,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,62.8679
KAI20150909,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.5363
NSI20161019,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.4297
PHB20160829,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,24.7542
YON20160122,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,13.6012
YON20160503,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,40.8037
ROT20161214,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.0726
ROT20161114,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
KAI20161118,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,10.609
PHB20170614,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.0726
DAR20170715_0630,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,243.1219
YON20171025,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,108.8098
PHB20170921,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,5.3045
KAI20171129,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,14.1453
NSI20180718,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,32.1483
NSI20181115,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,22.6324
YON20190213,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,14.1453
NSI20200228,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,19.289
MAI20191210,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,51.866
PHB20191118,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.5363
NSI20110412,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.4297
ROT20100924,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.717
ESP20110818,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,5.239
YON20111027,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,54.4049
YON20120816,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,0.6045
DAR20130617_0800,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,87.1267
YON20121219,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,81.6073
NSI20130111,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,12.8593
DAR20121029,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.786
ESP20120309,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,31.4339
NSI20121114,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,19.289
DAR20130916,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,257.1868
NSI20130913,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,12.8593
NSI20140213,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.3482
ROT20140122,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,47.1509
NSI20140623,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.4297
PHB20140317,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,8.8408
PHB20131027,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,17.6816
NSI20140725,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,12.8593
YON20130611,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,81.6073
KAI20141201,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,38.8995
NSI20150528,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,12.8593
PHB20151013,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,14.1453
YON20151027,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,16.3215
YON20141209,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,88.4079
ROT20150507,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,62.8679
ROT20161004,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,39.2924
PHB20160926,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,10.609
KAI20161118,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.5363
YON20170322,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,311.196
KAI20170518,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.0726
NSI20170717,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,19.289
DAR20170715_0630,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,88.4079
DAR20170203_0630,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,208.0187
ROT20170331,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.717
NSI20170927,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,25.7187
ROT20181024,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.717
YON20181011,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,212.1791
DAR20190529,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,151.5565
NSI20190916,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,19.289
DAR20190723_0630,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,378.8912
DAR20190214_0030,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,72.8065
ROT20200730,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,17.6816
YON20191009,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,35.3632
DAR20200810,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,176.8159
NSI20191024,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.4297
NSI20191220,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,25.7187
KAI20200204,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,14.1453
NSI20200917,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,19.289
ROT20200605,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,141.4527
YON20201120,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,169.7433
PHB20201110,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
PHB20090318,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.5363
NSI20090618,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.2148
PHB20090714,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,14.1453
PHB20100119,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.5363
ROT20100520,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.717
NSI20100711,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.4297
NSI20100916,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.4297
NSI20101215,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.4297
NSI20110220,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,12.8593
PHB20110329,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.7682
NSI20110915,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,9.6445
YON20120208,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,2.7202
DAR20120417,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,331.5298
NSI20120620,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.2148
YON20120726,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.8861
YON20120615,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.8861
YON20120604,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.0462
PHB20130915,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,0.2406
DAR20130916,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,104.4821
ROT20140122,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.717
ROT20131122,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.8585
KAI20140507,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.0726
YON20160927,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,2.7202
PHB20151013,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,3.5363
DAR20150804_0430,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,22.102
YON20141209,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,21.1575
YON20141120,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,6.8006
YON20150224,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,95.2086
DAR20160201_2130,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,40.8037
ROT20170626,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,15.717
PHB20161204,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,1.7682
ROT20170523,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,78.5848
YON20181011,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,88.4079
KAI20181204,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,42.4358
PHB20190626,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.0726
ROT20180831,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,47.1509
DAR20190723_0630,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,25.2594
KAI20190909,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,7.0726
PHB20190729,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,24.7542
YON20190213,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,28.2905
DAR20190214_0030,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,10.4009
ROT20200710,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,35.3632
ROT20200825,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,106.0895
DAR20200922_0630,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,23.5755
YON20190917,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,21.2179
YON20201209,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,53.0448
DAR20201123,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,176.8159
PHB20090819,Harpacticoid j,COPEPOD,Copepod,,,1102,10.609
NSI20091115,Harpacticoid j,COPEPOD,Copepod,,,1102,35.3632
PHB20091018,Harpacticoid j,COPEPOD,Copepod,,,1102,3.5363
KAI20091115,Harpacticoid j,COPEPOD,Copepod,,,1102,7.0726
NSI20100520,Harpacticoid j,COPEPOD,Copepod,,,1102,6.4297
KAI20101120,Harpacticoid j,COPEPOD,Copepod,,,1102,0.272
KAI20101213,Harpacticoid j,COPEPOD,Copepod,,,1102,12.3771
YON20100909,Harpacticoid j,COPEPOD,Copepod,,,1102,4.5337
MAI20101214,Harpacticoid j,COPEPOD,Copepod,,,1102,1.7682
YON20111213,Harpacticoid j,COPEPOD,Copepod,,,1102,6.045
PHB20120311,Harpacticoid j,COPEPOD,Copepod,,,1102,1.7682
YON20121129,Harpacticoid j,COPEPOD,Copepod,,,1102,6.8006
ROT20130321,Harpacticoid j,COPEPOD,Copepod,,,1102,7.8585
KAI20130506,Harpacticoid j,COPEPOD,Copepod,,,1102,0.0707
ROT20121126,Harpacticoid j,COPEPOD,Copepod,,,1102,31.4339
KAI20120415,Harpacticoid j,COPEPOD,Copepod,,,1102,1.7682
PHB20140427,Harpacticoid j,COPEPOD,Copepod,,,1102,3.5363
YON20150430,Harpacticoid j,COPEPOD,Copepod,,,1102,2.2669
NSI20170516,Harpacticoid j,COPEPOD,Copepod,,,1102,6.4297
NSI20190821,Harpacticoid j,COPEPOD,Copepod,,,1102,2.5719
YON20190917,Harpacticoid j,COPEPOD,Copepod,,,1102,7.0726
PHB20200520,Harpacticoid j,COPEPOD,Copepod,,,1102,1.1788
MAI20101001,Paracalanus spp. f,COPEPOD,Copepod,Paracalanus,spp.,104196,3.7889
MAI20110118,Paracalanus spp. f,COPEPOD,Copepod,Paracalanus,spp.,104196,51.2766
PHB20090924,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,3.5363
PHB20130915,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,0.4811
PHB20140317,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,3.5363
PHB20140824,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,8.8408
DAR20150203_0030,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,15.3753
PHB20141021,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,31.8269
PHB20151013,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,7.0726
NSI20160318,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,6.4297
PHB20100119,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3.5363
MAI20100527,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,12.3771
KAI20091115,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3.5363
NSI20100618,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3.2148
PHB20110420,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1.1788
NSI20110606,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,4.2864
MAI20110531,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,2.3154
MAI20120119,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,11.051
PHB20120311,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1.7682
KAI20120215,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,4.0415
PHB20120628,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1.4145
YON20120816,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,0.32
ROT20120727,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,7.8585
NSI20130706,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,19.289
NSI20140623,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3.2148
MAI20140516,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,6.4832
ROT20140227,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,7.8585
MAI20140619,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,8.0157
ROT20131122,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,15.717
PHB20140824,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3.5363
MAI20150312,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3.3679
PHB20141021,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3.5363
MAI20151001,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,9.4302
NSI20160517,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,6.4297
MAI20160530,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,35.3632
PHB20151115,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1.7682
NSI20160720,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,6.4297
KAI20170315,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3.5363
MAI20170323,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,4.7151
MAI20170601,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,19.8034
NSI20171219,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,6.4297
NSI20180817,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,12.8593
MAI20190731,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3.7721
MAI20190828,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,0.2549
NSI20190821,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,2.5719
IIOE20190529,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,10.609
IIOE20190604,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3.5363
PHB20200831,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1.4145
NSI20191220,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,6.4297
PHB20090920,Prosobranch,NON-COPEPOD,Mollusc,,,102,1.7682
ESP20091216,Prosobranch,NON-COPEPOD,Mollusc,,,102,3.9292
MAI20100120,Prosobranch,NON-COPEPOD,Mollusc,,,102,36.8366
PHB20100609,Prosobranch,NON-COPEPOD,Mollusc,,,102,3.5363
KAI20091215,Prosobranch,NON-COPEPOD,Mollusc,,,102,1.7682
NSI20100817,Prosobranch,NON-COPEPOD,Mollusc,,,102,6.4297
YON20100909,Prosobranch,NON-COPEPOD,Mollusc,,,102,167.7484
NSI20111013,Prosobranch,NON-COPEPOD,Mollusc,,,102,16.0742
NSI20110816,Prosobranch,NON-COPEPOD,Mollusc,,,102,3.2148
MAI20110725,Prosobranch,NON-COPEPOD,Mollusc,,,102,0.3684
YON20120112,Prosobranch,NON-COPEPOD,Mollusc,,,102,81.6073
NSI20120511,Prosobranch,NON-COPEPOD,Mollusc,,,102,38.578
DAR20120730_0130,Prosobranch,NON-COPEPOD,Mollusc,,,102,594.7444
MAI20120724,Prosobranch,NON-COPEPOD,Mollusc,,,102,0.52
DAR20130617_0800,Prosobranch,NON-COPEPOD,Mollusc,,,102,179.3784
ROT20121019,Prosobranch,NON-COPEPOD,Mollusc,,,102,4.7151
PHB20130826,Prosobranch,NON-COPEPOD,Mollusc,,,102,2.8868
YON20130912,Prosobranch,NON-COPEPOD,Mollusc,,,102,299.2269
ROT20130423,Prosobranch,NON-COPEPOD,Mollusc,,,102,47.1509
NIN20120226,Prosobranch,NON-COPEPOD,Mollusc,,,102,763.8447
PHB20100218,Prosobranch,NON-COPEPOD,Mollusc,,,102,3.5363
